11000,Eddie Redmayne,20000,Hugh Jackman,Les Misérables ,Anne Hathaway,2012,13000
744,Jean Stapleton,15000,Tom Hanks,You've Got Mail ,Dave Chappelle,1998,793
105,Adam Scott,8000,Will Ferrell,Step Brothers ,Andrea Savage,2008,3000
94,Tony Amendola,12000,Anthony Hopkins,The Mask of Zorro ,Stuart Wilson,1998,174
490,RZA,21000,Robert Downey Jr.,Due Date ,Matt Walsh,2010,561
465,Jack O'Connell,769,Finn Wittrock,Unbroken ,Alex Russell,2014,698
416,Courtney B. Vance,16000,Clint Eastwood,Space Cowboys ,William Devane,2000,495
369,Leon,13000,Sylvester Stallone,Cliffhanger ,Janine Turner,1993,730
461,Samantha Mathis,848,Delroy Lindo,Broken Arrow ,Bob Gunton,1996,517
577,Lily Tomlin,13000,Bruce Willis,The Kid ,Daniel von Bargen,2000,718
625,Jay Hernandez,12000,Nicolas Cage,World Trade Center ,Armando Riesco,2006,1000
403,Kirsten Dunst,8000,Julia Roberts,Mona Lisa Smile ,Marian Seldes,2003,4000
174,Aasif Mandvi,600,Sayed Badreya,The Dictator ,Horatio Sanz,2012,346
521,Vinessa Shaw,10000,Tom Cruise,Eyes Wide Shut ,Sydney Pollack,1999,580
929,Dorian Missick,2000,Quvenzhané Wallis,Annie ,David Zayas,2014,1000
523,Adrian Martinez,10000,Will Smith,Focus ,Gerald McRaney,2015,806
520,Abigail Spencer,27000,Tom Hardy,This Means War ,Warren Christie,2012,1000
957,Natasha Lyonne,16000,Ryan Reynolds,Blade: Trinity ,John Michael Higgins,2004,1000
919,Jennifer Grey,1000,Lea Thompson,Red Dawn ,William Smith,1984,1000
210,Adrian Lester,509,Maura Tierney,Primary Colors ,Paul Guilfoyle,1998,317
974,Boris Kodjoe,14000,Milla Jovovich,Resident Evil: Retribution ,Bingbing Li,2012,1000
805,Max Ryan,26000,Jason Statham,Death Race ,Joan Allen,2008,872
263,Craig Bierko,394,Melina Kanakaredes,The Long Kiss Goodnight ,Yvonne Zima,1996,380
184,Alun Armstrong,324,Pamela Reed,Proof of Life ,Michael Kitchen,2000,192
539,Josh Hutcherson,17000,Kristen Stewart,Zathura: A Space Adventure ,Jonah Bobo,2005,14000
637,Meat Loaf,11000,Brad Pitt,Fight Club ,Eugenie Bondurant,1999,783
383,Kimberly Williams-Paisley,11000,Matthew McConaughey,We Are Marshall ,Brian Geraghty,2006,529
575,James Nesbitt,1000,Jason Flemyng,The Missing             ,Frances O'Connor,,773
554,James Coburn,13000,Bruce Willis,Hudson Hawk ,Richard E. Grant,1991,773
506,Michael Moore,975,Michael Rapaport,Lucky Numbers ,Richard Schiff,2000,909
568,Kevin Grevioux,623,Caitlin Stasey,"I, Frankenstein ",Miranda Otto,2014,593
25,Barney Clark,268,Ian McNeice,Oliver Twist ,Tony Noble,2005,85
1000,Cary-Hiroyuki Tagawa,3000,Jennifer Garner,Elektra ,Goran Visnjic,2005,1000
6000,Bruce Willis,23000,Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,Eva Green,2014,13000
970,Kristin Scott Thomas,11000,Harrison Ford,Random Hearts ,Bill Cobbs,1999,1000
221,Martin Henderson,963,Michael Kelly,Everest ,Tom Goodman-Hill,2015,580
16,David Calder,177,Michael Smiley,Perfume: The Story of a Murderer ,Simon Chandler,2006,27
481,Josh Zuckerman,645,Verne Troyer,Austin Powers in Goldmember ,Robert Wagner,2002,522
668,Charlize Theron,12000,Nicolas Cage,Astro Boy ,Dee Bradley Baker,2009,9000
191,Ariana Richards,967,Wayne Knight,Jurassic Park ,Bob Peck,1993,610
812,Catherine O'Hara,2000,Dennis Quaid,Wyatt Earp ,Isabella Rossellini,1994,925
672,Dean Jones,11000,Harrison Ford,Clear and Present Danger ,Raymond Cruz,1994,913
7,Peng Lin,21,Si Won Choi,Dragon Blade ,Sung-jun Yoo,2015,18
723,Brittany Daniel,979,Chazz Palminteri,Littleman ,John Witherspoon,2006,862
563,Thomas Kretschmann,11000,Matthew McConaughey,U-571 ,David Keith,2000,919
452,Samantha Mathis,524,Shawna Waldron,The American President ,Wendie Malick,1995,517
645,Romany Malco,3000,Justin Timberlake,The Love Guru ,Verne Troyer,2008,966
867,Bokeem Woodbine,11000,Jon Lovitz,3000 Miles to Graceland ,Ice-T,2001,904
1000,Jennifer Jason Leigh,46000,Craig Stark,The Hateful Eight ,Zoë Bell,2015,1000
970,Amy Poehler,8000,Will Ferrell,Blades of Glory ,Jon Heder,2007,1000
439,Elizabeth Perkins,989,Gary Cole,Hop ,Chelsea Handler,2011,664
447,Michael Fassbender,18000,Gerard Butler,300 ,Vincent Regan,2006,13000
708,Blythe Danner,22000,Robert De Niro,Meet the Fockers ,Teri Polo,2004,713
664,Kathleen Turner,2000,Eric Dane,Marley & Me ,Haley Bennett,2008,899
693,Jeffrey DeMunn,15000,Tom Hanks,The Green Mile ,Michael Jeter,1999,745
311,Tichina Arnold,419,Jill Hennessy,Wild Hogs ,Drew Sidora,2007,330
397,Fred Willard,925,Catherine O'Hara,Chicken Little ,Amy Sedaris,2005,729
625,Sela Ward,835,Patrick Fugit,Gone Girl ,Emily Ratajkowski,2014,812
73,Josh Hamilton,13000,Matt Damon,The Bourne Identity ,Nicky Naudé,2002,147
345,Joe Don Baker,394,Izabella Scorupco,GoldenEye ,Tchéky Karyo,1995,387
475,Timothy Hutton,577,Daniel von Bargen,The General's Daughter ,Clarence Williams III,1999,501
576,Noah Emmerich,2000,Natascha McElhone,The Truman Show ,Peter Krause,1998,617
145,Aria Noelle Curzon,770,Martin Short,The Prince of Egypt ,Eden Riegel,1998,263
522,Lisa Edelstein,1000,Anjelica Huston,Daddy Day Care ,Jeff Garlin,2003,955
459,Patrick Fischler,18000,Denzel Washington,2 Guns ,Fred Ward,2013,497
405,Elizabeth Perkins,3000,Carol Ann Susi,Cats & Dogs ,Miriam Margolyes,2001,664
82,Charlize Theron,26000,Jason Statham,The Italian Job ,Jimmy Shubert,2003,9000
268,Alicia Witt,1000,Dorian Missick,Two Weeks Notice ,Dana Ivey,2002,976
754,Woody Allen,13000,Sylvester Stallone,Antz ,Anne Bancroft,1998,11000
721,Kristin Davis,4000,Jon Favreau,Couples Retreat ,Tasha Smith,2009,722
695,Robert Duvall,10000,Tom Cruise,Days of Thunder ,Randy Quaid,1990,3000
2000,Tom Welling,12000,Taylor Lautner,Cheaper by the Dozen 2 ,Alyson Stoner,2005,3000
240,Lili Taylor,988,Ki Hong Lee,The Scorch Trials ,Rosa Salazar,2015,960
745,Julia Roberts,11000,James Franco,Eat Pray Love ,Billy Crudup,2010,8000
627,Don Cheadle,12000,Nicolas Cage,The Family Man ,Amber Valletta,2000,3000
357,Morgan Freeman,13000,Bruce Willis,RED ,Jaqueline Fleming,2010,11000
1000,Dennis Quaid,14000,Al Pacino,Any Given Sunday ,LL Cool J,1999,2000
380,Kristin Scott Thomas,19000,Scarlett Johansson,The Horse Whisperer ,Jessalyn Gilsig,1998,1000
680,Jada Pinkett Smith,10000,Tom Cruise,Collateral ,Debi Mazar,2004,851
416,Roger Rees,12000,Dwayne Johnson,The Scorpion King ,Bernard Hill,2002,1000
579,Jay Hernandez,2000,Billy Burke,Ladder 49 ,Jacinda Barrett,2004,1000
1000,Robert Duvall,10000,Tom Cruise,Jack Reacher ,David Oyelowo,2012,3000
811,Michael Rapaport,1000,LL Cool J,Deep Blue Sea ,Saffron Burrows,1999,975
6,Mekia Cox,433,Misha Gabriel Hamilton,This Is It ,Judith Hill,2009,208
175,Monique Gabriela Curnen,13000,Matt Damon,Contagion ,Griffin Kane,2011,240
226,Dyan Cannon,658,Estella Warren,Kangaroo Jack ,Bill Hunter,2003,257
57,Dawn French,309,Jennifer Saunders,Coraline ,John Hodgman,2009,229
751,Alan Ruck,11000,Zooey Deschanel,The Happening ,Kristen Connolly,2008,946
451,Radha Mitchell,18000,Denzel Washington,Man on Fire ,Giancarlo Giannini,2004,992
722,Joel David Moore,21000,Robert Downey Jr.,The Shaggy Dog ,Kristin Davis,2006,936
767,Carmen Electra,881,Snoop Dogg,Starsky & Hutch ,Fred Williamson,2004,869
626,Harvey Korman,854,Jim Belushi,Jingle All the Way ,Jake Lloyd,1996,628
160,Rupert Evans,366,James Babson,Hellboy ,Brian Steele,2004,334
521,Kathleen Quinlan,3000,Robert Duvall,A Civil Action ,Sydney Pollack,1998,552
586,Kodi Smit-McPhee,10000,Anna Kendrick,ParaNorman ,Elaine Stritch,2012,884
460,Bruce Willis,24000,J.K. Simmons,The Jackal ,Sophie Okonedo,1997,13000
716,Joe Morton,834,Ivana Milicevic,Paycheck ,Callum Rennie,2003,780
672,Stockard Channing,1000,Joe Mantegna,Up Close & Personal ,Raymond Cruz,1996,944
903,Matthew Broderick,9000,Emma Watson,The Tale of Despereaux ,Frank Langella,2008,2000
402,Oliver Hudson,732,Bianca Kajlich,Rules of Engagement             ,Adhir Kalyan,,607
107,Debi Mazar,966,Romany Malco,The Tuxedo ,Ritchie Coster,2002,680
488,Brenda Bakke,789,Peter Greene,Under Siege 2: Dark Territory ,Patrick Kilpatrick,1995,520
288,Nonso Anozie,539,Colm Feore,Jack Ryan: Shadow Recruit ,Gemma Chan,2014,394
14000,Robert De Niro,34000,Jennifer Lawrence,Joy ,Bradley Cooper,2015,22000
864,Radha Mitchell,18000,Gerard Butler,London Has Fallen ,Julian Kostov,2016,992
672,Michael Wincott,1000,Gary Dourdan,Alien: Resurrection ,Raymond Cruz,1997,720
295,Ned Beatty,650,Tate Donovan,Shooter ,Louis Ferreira,2007,467
642,Dee Bradley Baker,874,Isaac Hempstead Wright,The Boxtrolls ,Tracy Morgan,2014,668
944,Dianne Wiest,1000,Goran Visnjic,Practical Magic ,Stockard Channing,1998,967
2000,Will Ferrell,11000,Morgan Freeman,The Lego Movie ,Alison Brie,2014,8000
642,Diedrich Bader,1000,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous ,Treat Williams,2005,759
11000,Gerard Butler,23000,Christian Bale,Reign of Fire ,Matthew McConaughey,2002,18000
300,Brandon Molale,33000,Ryan Gosling,Gangster Squad ,Wade Williams,2013,301
485,Oliver Platt,10000,Olivia Wilde,Year One ,Xander Berkeley,2009,1000
204,Morgan Freeman,13000,Matt Damon,Invictus ,Leleti Khumalo,2009,11000
379,Harry Lennix,18000,Robin Wright,State of Play ,Michael Weston,2009,748
896,Tom Wilkinson,8000,Julia Roberts,Duplicity ,Denis O'Hare,2009,1000
230,Ray Walston,1000,Steven Anthony Lawrence,My Favorite Martian ,Michael Lerner,1999,417
206,David Rasche,310,Blair Brown,The Sentinel ,Martin Donovan,2006,219
480,Gary Oldman,12000,Dwayne Johnson,Planet 51 ,James Corden,2009,10000
906,LeVar Burton,27000,Tom Hardy,Star Trek: Nemesis ,Jonathan Frakes,2002,1000
210,Paul Adelstein,436,Cedric the Entertainer,Intolerable Cruelty ,Julia Duffy,2003,399
461,Ed Lauter,16000,Clint Eastwood,Trouble with the Curve ,Bob Gunton,2012,897
896,Ray Winstone,2000,Bojana Novakovic,Edge of Darkness ,Denis O'Hare,2010,1000
308,Penelope Ann Miller,510,John Kapelos,The Relic ,Chi Muoi Lo,1997,344
236,Cathy Moriarty,22000,Robert De Niro,Analyze That ,Joe Viterelli,2002,394
1000,Al Pacino,22000,Robert De Niro,Righteous Kill ,50 Cent,2008,14000
652,Miko Hughes,13000,Bruce Willis,Mercury Rising ,Carrie Preston,1998,968
569,Stephen Root,21000,Robert Downey Jr.,The Soloist ,Rachael Harris,2009,939
9000,Will Smith,13000,Matt Damon,The Legend of Bagger Vance ,Charlize Theron,2000,10000
947,Zooey Deschanel,22000,Philip Seymour Hoffman,Almost Famous ,Michael Angarano,2000,11000
265,Roger Rees,13000,Bill Murray,Garfield 2 ,Ben Falcone,2006,1000
218,Nona Gaye,287,Sunny Mabrey,xXx: State of the Union ,Xzibit,2005,233
77,Alan Dale,865,Josh Wingate,Priest ,Jacob Hopkins,2011,441
82,Adriano Giannini,11000,Brad Pitt,Sinbad: Legend of the Seven Seas ,Timothy West,2003,102
552,Joely Richardson,722,Sean Pertwee,Event Horizon ,Kathleen Quinlan,1997,585
19000,Robert Downey Jr.,26000,Chris Hemsworth,The Avengers ,Scarlett Johansson,2012,21000
256,Susanna Thompson,780,Joe Morton,Dragonfly ,Matt Craven,2002,265
854,Mia Kirshner,19000,Scarlett Johansson,The Black Dahlia ,Mike Starr,2006,972
579,Tyler Labine,11000,James Franco,Flyboys ,Philip Winchester,2006,779
507,Delroy Lindo,968,Clifton Collins Jr.,The Last Castle ,Michael Irby,2001,848
68,Wilson Cruz,889,Robert Forster,Supernova ,Vanessa Marshall,2000,290
778,William Hurt,20000,Matt Bomer,Winter's Tale ,Kevin Corrigan,2014,882
1000,Kevin Zegers,5000,Aidan Turner,The Mortal Instruments: City of Bones ,CCH Pounder,2013,2000
196,Mike O'Malley,973,Marc Blucas,Meet Dave ,Shawn Christian,2008,400
87,Camryn Manheim,794,Dougray Scott,Dark Water ,Ariel Gade,2005,329
1000,Adam Goldberg,11000,Matthew McConaughey,Edtv ,Clint Howard,1999,1000
466,Stephen Graham,3000,Brendan Fraser,Inkheart ,Jamie Foreman,2008,1000
437,Jaime King,19000,Scarlett Johansson,The Spirit ,Louis Lombardi,2008,961
280,Olivia Munn,40000,Johnny Depp,Mortdecai ,Ulrich Thomsen,2015,2000
102,Mike Dopud,26000,Jason Statham,In the Name of the King: A Dungeon Siege Tale ,Tania Saulnier,2007,368
617,Teri Polo,11000,Angelina Jolie Pitt,Beyond Borders ,Noah Emmerich,2003,708
22,Aaron Kwok,879,Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing ,Eddie Peng,2016,107
242,Clayne Crawford,11000,James Franco,The Great Raid ,Paolo Montalban,2005,298
361,Ed Skrein,16000,Ryan Reynolds,Deadpool ,Stefan Kapicic,2016,805
440,Morgan Fairchild,743,Kelly Preston,Holy Man ,Eric McCormack,1998,730
318,Leonard Roberts,14000,Bradley Cooper,American Sniper ,Keir O'Donnell,2014,962
543,Dylan Minnette,2000,Odeya Rush,Goosebumps ,Ken Marino,2015,1000
271,Soleil Moon Frye,870,Nate Richert,"Sabrina, the Teenage Witch             ",Caroline Rhea,,558
512,Ivana Milicevic,970,Jon Heder,Just Like Heaven ,Willie Garson,2005,834
809,Mark Addy,1000,Taylor Negron,The Flintstones in Viva Rock Vegas ,Danny Woodburn,2000,891
349,Kurtwood Smith,13000,Sylvester Stallone,Rambo III ,Richard Crenna,1988,1000
110,Malcolm Goodwin,142,Robert Baker,Leatherheads ,Matt Bushell,2008,117
11000,Adam Sandler,12000,Taylor Lautner,The Ridiculous 6 ,Jon Lovitz,2015,11000
727,Kim Shaw,963,Michael Kelly,Did You Hear About the Morgans? ,Kevin Brown,2009,935
839,Jessica Szohr,1000,Josh Gad,The Internship ,Rob Riggle,2013,847
529,Boris Kodjoe,14000,Milla Jovovich,Resident Evil: Afterlife ,Shawn Roberts,2010,1000
519,Nate Parker,1000,David Oyelowo,Red Tails ,Tristan Mack Wilds,2012,664
479,Kristin Davis,962,Chris Noth,Sex and the City             ,Cynthia Nixon,,722
9000,Al Pacino,18000,Keanu Reeves,The Devil's Advocate ,Charlize Theron,1997,14000
622,Leighton Meester,11000,Adam Sandler,That's My Boy ,Will Forte,2012,3000
40,Brian Thompson,2000,Dennis Quaid,DragonHeart ,Terry O'Neill,1996,663
455,Don Cheadle,4000,Salma Hayek,After the Sunset ,Chris Penn,2004,3000
1000,Spencer Wilding,12000,Nicolas Cage,Ghost Rider: Spirit of Vengeance ,Christopher Lambert,2011,1000
58,Irene Papas,23000,Christian Bale,Captain Corelli's Mandolin ,Mihalis Giannatos,2001,243
676,Noureen DeWulf,883,Barry Corbin,Anger Management             ,Brian Austin Green,,701
650,Brad Garrett,14000,Vin Diesel,The Pacifier ,Tate Donovan,2005,799
348,Ashley Scott,12000,Dwayne Johnson,Walking Tall ,Michael Bowen,2004,795
194,Siobhan Fallon Hogan,15000,Tom Hanks,Forrest Gump ,Sam Anderson,1994,294
639,Beth Riesgraf,1000,Jesse McCartney,Alvin and the Chipmunks ,Matthew Gray Gubler,2007,718
708,Blythe Danner,22000,Robert De Niro,Meet the Parents ,Teri Polo,2000,713
752,Frank Welker,23000,Christian Bale,Pocahontas ,Irene Bedard,1995,2000
467,Margot Kidder,10000,Marlon Brando,Superman ,Ned Beatty,1978,593
744,James Coburn,851,Jada Pinkett Smith,The Nutty Professor ,Dave Chappelle,1996,773
681,Michael Rapaport,10000,Will Smith,Hitch ,Kevin Sussman,2005,975
458,Abraham Benrubi,3000,Brendan Fraser,George of the Jungle ,Holland Taylor,1997,562
729,Thomas Ian Nicholas,3000,Alyson Hannigan,American Wedding ,Fred Willard,2003,864
186,Chris Mulkey,15000,Tom Hanks,Captain Phillips ,Michael Chernus,2013,535
7000,James Franco,15000,Mila Kunis,Date Night ,Steve Carell,2010,11000
394,Fred Rogers,795,Eric Idle,Casper ,Cathy Moriarty,1995,419
683,Chloë Grace Moretz,18000,Denzel Washington,The Equalizer ,James Wilcox,2014,17000
708,Frances Conroy,5000,Bob Hoskins,Maid in Manhattan ,Natasha Richardson,2002,827
665,Viggo Mortensen,18000,Denzel Washington,Crimson Tide ,Ricky Schroder,1995,10000
168,Kurt Fuller,10000,Will Smith,The Pursuit of Happyness ,James Karen,2006,617
354,Michael Irby,931,Erika Christensen,Flightplan ,Haley Ramm,2005,507
383,Dylan Baker,2000,Demi Moore,Disclosure ,Roma Maffia,1994,812
539,Andre Braugher,12000,Nicolas Cage,City of Angels ,Colm Feore,1998,702
640,Vivica A. Fox,926,David Carradine,Kill Bill: Vol. 1 ,Chiaki Kuriyama,2003,890
490,Adam Alexi-Malle,21000,Robert Downey Jr.,Bowfinger ,Jamie Kennedy,1999,860
72,Don S. Davis,847,Christopher Judge,Stargate SG-1             ,Gary Jones,,440
348,Michael Parks,890,Vivica A. Fox,Kill Bill: Vol. 2 ,Michael Bowen,2004,387
403,Jack Palance,13000,Sylvester Stallone,Tango & Cash ,Brion James,1989,549
812,Meryl Streep,13000,Bruce Willis,Death Becomes Her ,Isabella Rossellini,1992,11000
95,Jason Connery,485,Xander Berkeley,Shanghai Noon ,Kate Luyben,2000,110
263,Joe Morton,1000,Oliver Platt,Executive Decision ,J.T. Walsh,1996,780
497,Ophelia Lovibond,1000,Madeline Carroll,Mr. Popper's Penguins ,Philip Baker Hall,2011,549
947,Thomas McDonell,5000,Jet Li,The Forbidden Kingdom ,Michael Angarano,2008,962
562,Carlos Ponce,1000,Amy Poehler,Free Birds ,Dan Fogler,2013,591
243,Holt McCallany,534,Charles S. Dutton,Alien 3 ,Paul McGann,1992,273
34,Jimmy Nail,57,Andrea Corr,Evita ,Peter Polycarpou,1996,40
135,Natascha McElhone,22000,Robert De Niro,Ronin ,Michael Lonsdale,1998,2000
163,Bernard Hill,1000,Tom Wilkinson,The Ghost and the Darkness ,Om Puri,1996,416
594,Matt Lucas,838,Julie Walters,Paddington ,Sally Hawkins,2014,722
537,Nicholas Braun,622,Will Forte,The Watch ,Rosemarie DeWitt,2012,591
215,Jenna Boyd,933,Connie Nielsen,The Hunted ,Rex Linn,2003,518
241,Maura Tierney,12000,Anthony Hopkins,Instinct ,John Ashton,1999,509
327,Terence Bernie Hines,13000,Matt Damon,Stuck on You ,Seymour Cassel,2003,390
490,Maura Tierney,8000,Will Ferrell,Semi-Pro ,Matt Walsh,2008,509
591,Russell Tovey,4000,Salma Hayek,The Pirates! Band of Misfits ,Brian Blessed,2012,796
539,Michael Kelly,11000,Angelina Jolie Pitt,Changeling ,Colm Feore,2008,963
581,Morgan Freeman,18000,Keanu Reeves,Chain Reaction ,Kevin Dunn,1996,11000
552,Kurt Fuller,22000,Robert De Niro,The Fan ,Ellen Barkin,1996,617
530,Minnie Driver,18000,Gerard Butler,The Phantom of the Opera ,Miranda Richardson,2004,893
877,Abbie Cornish,13000,Eddie Redmayne,Elizabeth: The Golden Age ,Jordi Mollà,2007,2000
352,Sophie Okonedo,9000,Charlize Theron,Æon Flux ,Paterson Joseph,2005,460
67,Bruce Boxleitner,789,Billy Campbell,Gods and Generals ,John Castle,2003,640
745,Lauren Holly,995,Hector Elizondo,Turbulence ,Jeffrey DeMunn,1997,879
506,Ronny Cox,939,Stephen Root,Imagine That ,Richard Schiff,2009,605
518,Tina Fey,3000,Ty Burrell,Muppets Most Wanted ,Hugh Bonneville,2014,2000
287,Philip Winchester,956,Sophia Myles,Thunderbirds ,Brady Corbet,2004,579
676,Peter Gallagher,2000,Eric Dane,Burlesque ,David Walton,2010,828
46,André Dussollier,226,Denis Lavant,A Very Long Engagement ,Albert Dupontel,2004,52
177,Shelley Winters,617,James Mason,Lolita ,Lois Maxwell,1962,367
534,Tom Berenger,13000,Sylvester Stallone,Eye See You ,Charles S. Dutton,2002,854
845,Thomas Kretschmann,12000,Norman Reedus,Blade II ,Tony Curran,2002,919
835,Rosario Dawson,10000,Will Smith,Seven Pounds ,Madison Pettis,2008,3000
565,Jason Momoa,13000,Sylvester Stallone,Bullet to the Head ,Jon Seda,2012,11000
889,Joe Mantegna,14000,Al Pacino,The Godfather: Part III ,Bridget Fonda,1990,1000
2000,Kirsten Dunst,5000,Orlando Bloom,Elizabethtown ,Judy Greer,2005,4000
240,Billy Gardell,277,Todd Stashwick,"You, Me and Dupree ",Amanda Detmer,2006,245
420,Ned Beatty,593,Margot Kidder,Superman II ,Jackie Cooper,1980,467
43,Lenny Venito,117,Todd Giebenhain,Gigli ,David Backus,2003,62
581,Anthony Hopkins,14000,Kate Winslet,All the King's Men ,Kevin Dunn,2006,12000
577,Vanessa Williams,23000,Christian Bale,Shaft ,Daniel von Bargen,2000,1000
753,Kelsey Grammer,4000,Kirsten Dunst,Anastasia ,Bernadette Peters,1997,808
653,Kylie Minogue,1000,Jim Broadbent,Moulin Rouge! ,Richard Roxburgh,2001,691
303,Teri Polo,12000,Steve Buscemi,Domestic Disturbance ,Matt O'Leary,2001,708
3000,Benedict Cumberbatch,40000,Johnny Depp,Black Mass ,Adam Scott,2015,19000
310,Chris Bauer,23000,Paul Walker,Flags of Our Fathers ,Tom McCarthy,2006,638
963,Leslie Bibb,18000,Gerard Butler,Law Abiding Citizen ,Michael Kelly,2009,1000
1000,Rosario Dawson,16000,Quentin Tarantino,Grindhouse ,Zoë Bell,2007,3000
466,Kimberly Elise,852,Oprah Winfrey,Beloved ,Hill Harper,1998,637
681,Robert Duvall,21000,Robert Downey Jr.,Lucky You ,Kelvin Han Yee,2007,3000
3000,Tom Hanks,29000,Leonardo DiCaprio,Catch Me If You Can ,Jennifer Garner,2002,15000
304,Harold Perrineau,1000,Jennifer Ehle,Zero Dark Thirty ,Parker Sawyers,2012,1000
931,John Michael Higgins,4000,Jon Favreau,The Break-Up ,Ann-Margret,2006,957
838,Meryl Streep,14000,Colin Firth,Mamma Mia! ,Julie Walters,2008,11000
11000,Taylor Lautner,14000,Bradley Cooper,Valentine's Day ,Anne Hathaway,2010,12000
379,Jessica Simpson,631,Alice Greczyn,The Dukes of Hazzard ,Michael Weston,2005,534
463,Miranda Otto,648,Nick Stahl,The Thin Red Line ,Dash Mihok,1998,568
634,Olivia Wilde,16000,Ryan Reynolds,The Change-Up ,Mircea Monroe,2011,10000
21,Gerry Becker,134,Matt Price,Man on the Moon ,Tom Dreesen,1999,27
574,Don Rickles,22000,Robert De Niro,Casino ,Kevin Pollak,1995,721
75,Amber Rose Revah,211,Kasia Smutniak,From Paris with Love ,Rebecca Dayan,2010,135
343,Mako,961,Jaime King,Bulletproof Monk ,Victoria Smurfit,2003,691
79,Tony Cox,889,Robert Forster,"Me, Myself & Irene ",Rob Moran,2000,624
523,Wanda Sykes,677,Rob Paulsen,Barnyard ,Maurice LaMarche,2006,560
728,Jorge Garcia,2000,Matthew Broderick,Deck the Halls ,Alia Shawkat,2006,1000
12000,Kristen Stewart,21000,Robert Pattinson,The Twilight Saga: New Moon ,Taylor Lautner,2009,17000
21,Chris Miller,145,Kathleen Freeman,Shrek ,Bobby Block,2001,50
593,Michael Kelly,13000,Matt Damon,The Adjustment Bureau ,Jon Stewart,2011,963
720,Morgan Freeman,25000,Alan Rickman,Robin Hood: Prince of Thieves ,Michael Wincott,1991,11000
597,Kelly Preston,10000,Tom Cruise,Jerry Maguire ,Bonnie Hunt,1996,743
1000,Seth MacFarlane,15000,Mila Kunis,Ted ,Tom Skerritt,2012,3000
285,Yeardley Smith,625,Lupe Ontiveros,As Good as It Gets ,Shirley Knight,1997,440
878,Philip Seymour Hoffman,49000,Robin Williams,Patch Adams ,Monica Potter,1998,22000
7000,Will Ferrell,11000,Harrison Ford,Anchorman 2: The Legend Continues ,Steve Carell,2013,8000
828,Adam Sandler,12000,Steve Buscemi,Mr. Deeds ,Peter Gallagher,2002,11000
417,AJ Michalka,1000,Joel Courtney,Super 8 ,Zach Mills,2011,560
658,Albert Finney,8000,Julia Roberts,Erin Brockovich ,Conchata Ferrell,2000,883
651,Adam Goldberg,11000,Matthew McConaughey,How to Lose a Guy in 10 Days ,Thomas Lennon,2003,1000
584,Craig Roberts,17000,Channing Tatum,22 Jump Street ,Amber Stevens West,2014,920
4000,Tom Cruise,11000,Brad Pitt,Interview with the Vampire: The Vampire Chronicles ,Kirsten Dunst,1994,10000
1000,Zooey Deschanel,14000,Bradley Cooper,Yes Man ,Danny Masterson,2008,11000
569,Thomas Kretschmann,12000,Dwayne Johnson,Central Intelligence ,Megan Park,2016,919
701,Liam Aiken,8000,Julia Roberts,Stepmom ,Herbert Russell,1998,818
322,Linda Cardellini,8000,Will Ferrell,Daddy's Home ,Mark L. Young,2015,2000
10000,Meryl Streep,40000,Johnny Depp,Into the Woods ,Anna Kendrick,2014,11000
277,James Ransone,18000,Denzel Washington,Inside Man ,Peter Gerety,2006,412
416,Deborah Kara Unger,1000,Bill Duke,Payback ,William Devane,1999,495
293,Joe Don Baker,426,Dylan Walsh,Congo ,Grant Heslov,1995,387
1000,Matt Damon,19000,Scarlett Johansson,We Bought a Zoo ,Stephanie Szostak,2011,13000
329,Ben Mendelsohn,12000,Nicolas Cage,Knowing ,Chandler Canterbury,2009,748
11000,Matthew McConaughey,14000,Bradley Cooper,Failure to Launch ,Zooey Deschanel,2006,11000
874,Gary Cole,6000,Naomi Watts,The Ring Two ,Sissy Spacek,2005,989
7000,Emma Stone,33000,Ryan Gosling,"Crazy, Stupid, Love. ",Steve Carell,2011,15000
58,Mark Christopher Lawrence,13000,Bill Murray,Garfield ,Michael Monks,2004,258
660,Cheech Marin,2000,Jamie Lee Curtis,Christmas with the Kranks ,Jake Busey,2004,843
11000,Robin Wright,22000,Philip Seymour Hoffman,Moneyball ,Brad Pitt,2011,18000
808,Morgan Freeman,18000,Kevin Spacey,Outbreak ,Rene Russo,1995,11000
660,Nate Parker,14000,Liam Neeson,Non-Stop ,Scoot McNairy,2014,664
433,Billy Brown,12000,Dwayne Johnson,Race to Witch Mountain ,Tom Everett Scott,2009,536
443,Eddie Marsan,20000,Natalie Portman,V for Vendetta ,Rupert Graves,2005,979
55,Anna-Louise Plowman,154,Fann Wong,Shanghai Knights ,Georgina Chapman,2003,131
132,Gemma Jones,416,Bernard Hill,Unforgotten             ,Nicola Walker,,171
1000,Frank Welker,8000,Will Ferrell,Curious George ,Alexander Gould,2006,2000
541,Thomas Lennon,660,Scoot McNairy,Herbie Fully Loaded ,Cheryl Hines,2005,651
477,Jennifer Esposito,1000,Oliver Platt,Don't Say a Word ,Conrad Goode,2001,912
467,Derek Mears,10000,Jeremy Renner,Hansel & Gretel: Witch Hunters ,Ingrid Bolsø Berdal,2013,520
372,Erik Per Sullivan,838,Olivier Martinez,Unfaithful ,Chad Lowe,2002,593
